Algorithm Name,Maximum Scheduling Time (s),Scheduling Request Count,Usable Solution Count,Total App Count,Total Accepted App Count,Total App Priority,Total Accepted App Priority,Solution Usable Rate,App Acceptance Rate,App Priority Weighted Acceptance Rate,Priority-1 App Acceptance Rate,Priority-2 App Acceptance Rate,Priority-3 App Acceptance Rate,Priority-4 App Acceptance Rate,Priority-5 App Acceptance Rate,Priority-6 App Acceptance Rate,Priority-7 App Acceptance Rate,Priority-8 App Acceptance Rate,Priority-9 App Acceptance Rate,Priority-10 App Acceptance Rate
CompRand,32.488752184,50,0,3000,0,16649,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERand,35.487589028,50,50,3000,963,16649,7606,1,0.321,0.4568442549102048,0.046357615894039736,0.06761565836298933,0.08012820512820513,0.13851351351351351,0.12773722627737227,0.24509803921568626,0.36893203883495146,0.49828178694158076,0.6770186335403726,0.9022801302931596
Amaga,134.827684026,50,50,3000,2809,16649,16003,1,0.9363333333333334,0.9611988708030512,0.8509933774834437,0.8647686832740213,0.8910256410256411,0.9155405405405406,0.9452554744525548,0.9640522875816994,0.970873786407767,0.9690721649484536,0.9906832298136646,0.993485342019544
Ampga,123.883315013,50,50,3000,2787,16649,16051,1,0.929,0.964081926842453,0.7649006622516556,0.8505338078291815,0.8846153846153846,0.902027027027027,0.9452554744525548,0.9738562091503268,0.9902912621359223,0.979381443298969,0.9906832298136646,1
Diktyoga,149.222569976,50,50,3000,2731,16649,15746,1,0.9103333333333333,0.9457625082587543,0.7913907284768212,0.8327402135231317,0.8397435897435898,0.8783783783783784,0.9087591240875912,0.9215686274509803,0.9579288025889967,0.9725085910652921,0.9937888198757764,0.996742671009772
Mcssga,150.495504971,50,50,3000,2786,16649,16113,1,0.9286666666666666,0.9678058742266803,0.7384105960264901,0.8220640569395018,0.875,0.9391891891891891,0.9525547445255474,0.9771241830065359,0.9870550161812298,0.9896907216494846,0.9968944099378882,1
