Algorithm Name,Maximum Scheduling Time (s),Scheduling Request Count,Usable Solution Count,Total App Count,Total Accepted App Count,Total App Priority,Total Accepted App Priority,Solution Usable Rate,App Acceptance Rate,App Priority Weighted Acceptance Rate,Priority-1 App Acceptance Rate,Priority-2 App Acceptance Rate,Priority-3 App Acceptance Rate,Priority-4 App Acceptance Rate,Priority-5 App Acceptance Rate,Priority-6 App Acceptance Rate,Priority-7 App Acceptance Rate,Priority-8 App Acceptance Rate,Priority-9 App Acceptance Rate,Priority-10 App Acceptance Rate
CompRand,25.779973968,3,0,345,0,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERand,27.537518861,3,3,345,57,2026,514,1,0.16521739130434782,0.25370187561697927,0,0,0.03125,0.03333333333333333,0.06451612903225806,0.03333333333333333,0,0.175,0.40540540540540543,0.6382978723404256
Amaga,281.254282207,3,3,345,239,2026,1646,1,0.6927536231884058,0.8124383020730503,0.23529411764705882,0.38461538461538464,0.40625,0.6,0.6451612903225806,0.8333333333333334,0.7631578947368421,0.9,0.918918918918919,0.9787234042553191
Ampga,252.503945019,3,3,345,242,2026,1691,1,0.7014492753623188,0.8346495557749259,0.29411764705882354,0.34615384615384615,0.4375,0.4,0.5161290322580645,0.9333333333333333,0.7894736842105263,0.975,1,1
Mcssga,363.265880664,3,3,345,227,2026,1655,1,0.6579710144927536,0.8168805528134254,0.14705882352941177,0.2692307692307692,0.28125,0.3,0.5161290322580645,0.9,0.8157894736842105,1,0.972972972972973,1
