Algorithm Name,Maximum Scheduling Time (s),Scheduling Request Count,Usable Solution Count,Total App Count,Total Accepted App Count,Total App Priority,Total Accepted App Priority,Solution Usable Rate,App Acceptance Rate,App Priority Weighted Acceptance Rate,Priority-1 App Acceptance Rate,Priority-2 App Acceptance Rate,Priority-3 App Acceptance Rate,Priority-4 App Acceptance Rate,Priority-5 App Acceptance Rate,Priority-6 App Acceptance Rate,Priority-7 App Acceptance Rate,Priority-8 App Acceptance Rate,Priority-9 App Acceptance Rate,Priority-10 App Acceptance Rate
CompRand,30.876148307,3,0,255,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERand,30.193572982,3,3,255,54,1433,467,1,0.21176470588235294,0.3258897418004187,0,0,0,0.06896551724137931,0.023809523809523808,0.038461538461538464,0.22727272727272727,0.39285714285714285,0.625,0.7916666666666666
Amaga,180.532367994,3,3,255,211,1433,1267,1,0.8274509803921568,0.8841591067690161,0.5,0.7037037037037037,0.8,0.7241379310344828,0.8095238095238095,0.8461538461538461,1,0.9285714285714286,1,0.9166666666666666
Ampga,142.6782284,3,3,255,203,1433,1258,1,0.796078431372549,0.8778785764131193,0.3333333333333333,0.5925925925925926,0.7333333333333333,0.7241379310344828,0.7857142857142857,0.7692307692307693,1,0.9285714285714286,1,1
Diktyoga,131.487674705,2,2,200,132,1099,848,1,0.66,0.7716105550500455,0.14285714285714285,0.42857142857142855,0.5909090909090909,0.7391304347826086,0.75,0.5555555555555556,0.8,0.7,0.95,0.9565217391304348
Mcssga,210.225245921,3,3,255,199,1433,1235,1,0.7803921568627451,0.8618283321702721,0.2777777777777778,0.6666666666666666,0.8,0.6206896551724138,0.7619047619047619,0.6923076923076923,1,0.9285714285714286,1,1
