Algorithm Name,Maximum Scheduling Time (s),Scheduling Request Count,Usable Solution Count,Total App Count,Total Accepted App Count,Total App Priority,Total Accepted App Priority,Solution Usable Rate,App Acceptance Rate,App Priority Weighted Acceptance Rate,Priority-1 App Acceptance Rate,Priority-2 App Acceptance Rate,Priority-3 App Acceptance Rate,Priority-4 App Acceptance Rate,Priority-5 App Acceptance Rate,Priority-6 App Acceptance Rate,Priority-7 App Acceptance Rate,Priority-8 App Acceptance Rate,Priority-9 App Acceptance Rate,Priority-10 App Acceptance Rate
CompRand,25.189992771,3,0,210,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERand,30.232194074,3,3,210,75,1118,579,1,0.35714285714285715,0.5178890876565295,0.03571428571428571,0.08333333333333333,0.05555555555555555,0.26666666666666666,0.16,0.2727272727272727,0.4583333333333333,0.5,0.9523809523809523,1
Amaga,86.836334374,3,3,210,166,1118,1022,1,0.7904761904761904,0.9141323792486583,0.35714285714285715,0.375,0.7777777777777778,0.9333333333333333,0.8,1,0.9583333333333334,1,1,1
Ampga,117.051497198,3,3,210,178,1118,1047,1,0.8476190476190476,0.9364937388193202,0.5357142857142857,0.5416666666666666,0.8888888888888888,0.9333333333333333,0.84,0.9090909090909091,1,1,1,1
Mcssga,154.13423298,3,3,210,174,1118,1048,1,0.8285714285714286,0.9373881932021467,0.42857142857142855,0.4583333333333333,0.8333333333333334,0.9333333333333333,0.88,1,1,1,1,1
