Algorithm Name,Maximum Scheduling Time (s),Scheduling Request Count,Usable Solution Count,Total App Count,Total Accepted App Count,Total App Priority,Total Accepted App Priority,Solution Usable Rate,App Acceptance Rate,App Priority Weighted Acceptance Rate,Priority-1 App Acceptance Rate,Priority-2 App Acceptance Rate,Priority-3 App Acceptance Rate,Priority-4 App Acceptance Rate,Priority-5 App Acceptance Rate,Priority-6 App Acceptance Rate,Priority-7 App Acceptance Rate,Priority-8 App Acceptance Rate,Priority-9 App Acceptance Rate,Priority-10 App Acceptance Rate
CompRand,27.724980345,3,0,390,0,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERand,25.00371755,3,3,390,71,2044,620,1,0.18205128205128204,0.30332681017612523,0,0,0.019230769230769232,0,0.037037037037037035,0.08823529411764706,0.18,0.3076923076923077,0.5555555555555556,0.8333333333333334
Amaga,250.564088981,3,3,390,221,2044,1495,1,0.5666666666666667,0.7314090019569471,0.13043478260869565,0.15384615384615385,0.34615384615384615,0.475,0.5185185185185185,0.7058823529411765,0.72,0.9230769230769231,1,0.9722222222222222
Ampga,371.436566564,3,3,390,233,2044,1577,1,0.5974358974358974,0.7715264187866928,0.08695652173913043,0.23076923076923078,0.36538461538461536,0.5,0.4074074074074074,0.7647058823529411,0.88,0.9487179487179487,1,1
Mcssga,526.099798001,3,3,390,231,2044,1574,1,0.5923076923076923,0.7700587084148728,0.06521739130434782,0.15384615384615385,0.36538461538461536,0.5,0.48148148148148145,0.7647058823529411,0.92,0.9487179487179487,1,0.9444444444444444
