Algorithm Name,Maximum Scheduling Time (s),Scheduling Request Count,Usable Solution Count,Total App Count,Total Accepted App Count,Total App Priority,Total Accepted App Priority,Solution Usable Rate,App Acceptance Rate,App Priority Weighted Acceptance Rate,Priority-1 App Acceptance Rate,Priority-2 App Acceptance Rate,Priority-3 App Acceptance Rate,Priority-4 App Acceptance Rate,Priority-5 App Acceptance Rate,Priority-6 App Acceptance Rate,Priority-7 App Acceptance Rate,Priority-8 App Acceptance Rate,Priority-9 App Acceptance Rate,Priority-10 App Acceptance Rate
CompRand,23.300787522,2,0,120,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERand,23.228729903,2,2,120,37,645,287,1,0.30833333333333335,0.4449612403100775,0,0.07692307692307693,0,0.15384615384615385,0.16666666666666666,0.3333333333333333,0.36363636363636365,0.6153846153846154,0.8181818181818182,0.7
Amaga,98.665229796,2,2,120,108,645,611,1,0.9,0.9472868217054263,0.6,0.8461538461538461,0.7333333333333333,0.9230769230769231,1,1,1,1,1,0.9
Ampga,86.591109584,2,2,120,104,645,604,1,0.8666666666666667,0.9364341085271318,0.6,0.6923076923076923,0.6666666666666666,0.8461538461538461,1,0.9166666666666666,1,1,1,1
Diktyoga,126.320452448,2,2,120,107,645,612,1,0.8916666666666667,0.9488372093023256,0.6,0.6923076923076923,0.7333333333333333,1,1,1,1,1,0.9090909090909091,1
Mcssga,110.342771071,2,2,120,107,645,604,1,0.8916666666666667,0.9364341085271318,0.8,0.8461538461538461,0.6666666666666666,0.8461538461538461,1,0.8333333333333334,1,1,1,1
