Algorithm Name,Maximum Scheduling Time (s),Scheduling Request Count,Usable Solution Count,Total App Count,Total Accepted App Count,Total App Priority,Total Accepted App Priority,Solution Usable Rate,App Acceptance Rate,App Priority Weighted Acceptance Rate,Priority-1 App Acceptance Rate,Priority-2 App Acceptance Rate,Priority-3 App Acceptance Rate,Priority-4 App Acceptance Rate,Priority-5 App Acceptance Rate,Priority-6 App Acceptance Rate,Priority-7 App Acceptance Rate,Priority-8 App Acceptance Rate,Priority-9 App Acceptance Rate,Priority-10 App Acceptance Rate
CompRand,26.254774413,2,0,200,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERand,23.510345925,2,2,200,28,1014,232,1,0.14,0.22879684418145957,0,0,0,0.04,0.05263157894736842,0.18181818181818182,0.06666666666666667,0.3684210526315789,0.2222222222222222,0.7692307692307693
Amaga,244.232595351,2,2,200,130,1014,805,1,0.65,0.7938856015779092,0.19047619047619047,0.2222222222222222,0.6190476190476191,0.52,0.8421052631578947,0.8181818181818182,0.8666666666666667,0.8947368421052632,0.9444444444444444,1
Ampga,193.588198362,2,2,200,128,1014,818,1,0.64,0.8067061143984221,0.09523809523809523,0.1111111111111111,0.47619047619047616,0.68,0.8947368421052632,0.8181818181818182,0.8666666666666667,0.8947368421052632,1,1
Diktyoga,147.532303059,2,2,200,121,1014,781,1,0.605,0.7702169625246549,0.09523809523809523,0.14814814814814814,0.42857142857142855,0.56,0.6842105263157895,0.8636363636363636,0.8666666666666667,0.8947368421052632,1,0.9230769230769231
Mcssga,182.664738362,2,2,200,122,1014,798,1,0.61,0.7869822485207101,0.047619047619047616,0.14814814814814814,0.42857142857142855,0.52,0.7894736842105263,0.8181818181818182,0.8666666666666667,0.9473684210526315,1,1
