Algorithm Name,Maximum Scheduling Time (s),Scheduling Request Count,Usable Solution Count,Total App Count,Total Accepted App Count,Total App Priority,Total Accepted App Priority,Solution Usable Rate,App Acceptance Rate,App Priority Weighted Acceptance Rate,Priority-1 App Acceptance Rate,Priority-2 App Acceptance Rate,Priority-3 App Acceptance Rate,Priority-4 App Acceptance Rate,Priority-5 App Acceptance Rate,Priority-6 App Acceptance Rate,Priority-7 App Acceptance Rate,Priority-8 App Acceptance Rate,Priority-9 App Acceptance Rate,Priority-10 App Acceptance Rate
CompRand,23.366134448,1,0,80,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BERand,26.493480597,1,1,80,22,451,193,1,0.275,0.4279379157427938,0,0,0,0,0.1111111111111111,0.1,0.16666666666666666,0.42857142857142855,0.8181818181818182,1
Amaga,133.25102388,1,1,80,65,451,401,1,0.8125,0.8891352549889135,0.7142857142857143,0.5,0.625,0.6666666666666666,0.6666666666666666,0.9,1,1,1,1
Ampga,121.178909221,1,1,80,64,451,398,1,0.8,0.8824833702882483,0.7142857142857143,0.5,0.5,0.6666666666666666,0.6666666666666666,0.9,1,1,1,1
Diktyoga,168.254195706,1,1,80,76,451,434,1,0.95,0.9623059866962306,1,1,0.75,1,0.8888888888888888,0.9,1,1,1,1
Mcssga,153.425595729,1,1,80,64,451,407,1,0.8,0.9024390243902439,0.42857142857142855,0.5,0.5,0.6666666666666666,0.7777777777777778,1,1,1,1,1
